,kata,sentimen
321,gojekindonesia min promo ga sedia semua akun yh pic twitter com qohmaor,1
322,gojekindonesia https twitter com yuniarayutyas status,1
323,twitter please do your magic gojekindonesia,1
324,min gojekindonesia cara isi gopay akun orang gimana,1
325,gojekindonesia,1
326,bahagia aku tu beli koin webtoon pake gopay gojekindonesia pic twitter com tnkoleic,1
327,aduh lama banget cs nya gojekindonesia,1
328,gojekindonesia,1
329,doi sedang balas email gojekindonesia dibales sih tp balesannya suruh selesai order dulu sedang takut kalo yg cancel ntar malah kena suspend hwaaa kasyan betul,1
330,mungkin gosend bikin campaign balik tinggal bekel masakan mama rumah gosendin aja gojekindonesia hire me https twitter com maulanagituri status,1
331,gojektech gojekindonesia gojekjam,1
332,gojekindonesia ingin lapor driver selesai transaksi antar pesan juga terima telfon kali utk beri sms kode verifikasi gojek dm info detail krn coba menelfon call center sangat sibuk bbrp ja,1
333,gojekindonesia om gojek lebarin sayap dong pati gaada gojek masa kalah saing sama grab,1
334,gojekindonesia mention kemarin kok ada respon sih,1
335,gojekindonesia gojekindonesia gojekindonesia gojekindonesia,1
336,gin rasa kena tipu iming menang undi gojek gojekindonesia ya min laku tipu mohon tindak lanjut jangan jadi uang dan saldo gopay ludes huhu untung uang ga banyak,1
337,bantu sebar aja kak sama tag gojekindonesia gojektech gojekjam,1
338,gojekindonesia,1
339,kamu bingung uang rb dapet makan apa gofood in aja makasih gojekindonesia pic twitter com kmllszti,1
340,gabung gojekindonesia aja di ajarin mau main food ride naq g o t baik kok,1
341,kalo akhir order tetap jd ambil alas basi sebut ex ban bocor sakit perut macet ajaib langsung hilang awkward momen panjang jalan lagi ada basa basi minta maaf krn sy suruh cancel grabid gojekindonesia,1
342,gojekindonesia,1
343,grabid masa ancam kyk gin terus sy memang beberapa kali laku ini baru dicancel driver rider nyampe tuju posisi gps gerak laku jg gojekindonesia tata krama mulai luntur kalo memang ga bi,1
344,gojekindonesia min mau nanya bener ga makas min pic twitter com ymvskvrjpy,1
345,gojekindonesia,1
346,gojekindonesia,1
347,thanks for driver gojekindonesia yg rela kaliurang mog kman ramah bgt bapak mau balik karna aku pintu samping mall makasih banyak bapak gojek pic twitter com esdpokkjro,1
348,aku tim gojekindonesia,1
349,gojekindonesia min baru pertama kali pakai paylater mengapa kena biaya ribu pic twitter com qpxrzaduds,1
350,gojekindonesia malam mohon info daftar mitra gojek kota malang kapan buka,1
351,gojekindonesia loose again this time be better soon,1
352,gopay payday donk p,1
353,gojekindonesia,1
354,hai kak lusiana dari findaya partner gojek tangan paylater apabila kakak ingin paylater bagai metode bayar kakak ganti cara manual metode bayar jadi gopay tunai saat laku mesan tks rno,1
355,gopay payday minimum transaksi berapa kalau haus min gojekindonesia,1
356,gojekindonesia min kalo terang gin mksdnya apa pic twitter com twhbbankpz,1
357,btw pernah ngalamin kayak gin bayar pakai non tunai drivernya minta tunai lama order gojekindonesia pakai gopayindonesia,1
358,gojekindonesia halo admin mau tanya perihal upgrade gopay udah lama upgrade gopay tinggal tunggu verifikasi sampai sekarang saya check tetap masih ini solusi bagaimana min terimakasih pic twitter com sahfafc,1
359,gojekindonesia perlu bantu login akun gojek tolong bantu via dm,1
360,hai kak dari findaya partner gojek tangan paylater kami informasi jatuh tempo atas bayar tagih paylater tiap akhir bulan apabila lambat laku bayar akan laku denda tks rno,1
361,tag gojekindonesia fitur gofood wajib langgan pakai gopay tambah parkir biar gak sen fiktif biar gak sen terus tiba cancel semua tempat beli makanminum spot khusus gojek bayar parkir parkir saat antar,1
362,gojekindonesia gojektech gojekjam,1
363,yay skrg option bayar biznethome via gojekindonesia dapet cashback neway abis gin via tokopedia yaaaaa bikin tajir usaha milik indonesia laaah deal supportindonesianbrands pic twitter com cwyijdyvb,1
364,hari akun gojekindonesia gue sempet dibekuin menit gegara gue sering cancel go food pdhl yg sering alesan drivernya jauh lah tutup lah gak uang gak fair sih mnrt gue emg gue yg cancel tp gojek ngebaca alesannya gak lgsg main blokir,1
365,gojekindonesia linjerco ximalaya podcasting tik tok some from emea transferwise spotify,1
366,hai kak jul dari findaya partner gojek tangan paylater bantu informasi guna fitur paylater biaya bulan sudah sesuai nominal tera halaman paylater kakak tks rno,1
367,gojekindonesia https twitter com annisawdya status,1
368,kalo tiap hari mcdonalds id bahaya pecel lele nih aku cinta gojekindonesia pic twitter com bbqinxt,1
369,kalo kau beli jaket gojek mana gojekindonesia,1
370,awkarin gojekindonesia,1
371,promo gopay gojekindonesia dunk please biar bahagia dobel bahagia kenyang bahagia dapet promo https twitter com kfcindonesia status,1
372,gojekindonesia halo min baru isi saldo gopay via mandiri online saldo nambah info masalah apa thank you,1
373,gojekindonesia halo min mau tanya td kan pakai gopay sedang promo cashback cashbacknya ga masuk account gimana,1
374,gojekindonesia malah akun dibekuin cancel krn emang makan ga available nyusahin nama pic twitter com jxguvhsxh,1
375,gojekindonesia,1
376,ampun dah langsung mention ojek online dong,1
377,gojekindonesia gojektech,1
378,baca lg coba syarat ketentuannyaa gojekindonesia,1
379,gojekindonesia cara hapus akun gojek gimana min nomor udah ga aktif ken regrestrasi pake email udah pernah dipake thank u,1
380,gojekindonesia gofood nasi korea mba nya kasi gaada nasi,1
381,gojekindonesia gmn nih nomor mesan jn halodocid mediakonsumenid order obat obat blom terima status tiba delivered udah bayar pakai gopayindonesia,1
382,gojekindonesia,1
383,gojekindonesia halo mau coba upgrade akun gojek sudah daftar pakai ktp kenapa hasil tolak alas id sudah di akun ya padahal akun gojek cuma di proses,1
384,gojekindonesia saya mau cilok si abang jual kkn,1
385,bayarin gojekindonesia jk kalo serius ayo v pic twitter com ribtnia,1
386,hallo kak jangan mesen sini gojekindonesia aja,1
387,p gojekindonesia tida beri gopay gratis ku yg jomblo anggur,1
388,gojekindonesia no telp custpmer care brp,1
389,biaya kurang parkir nunggu makan jadi menit jam uang anter tuju demi uang gojekindonesia pikir masalah parkir udah ongkos murah parkir driver yg beban,1
390,gojek temen aku ken voucher nyaa,1
391,gojekindonesia mau tanya kok akun gojek di blokir y,1
392,gojekindonesia driver sungguh hibur pic twitter com unbhkwib,1
393,gojekindonesia sen baskom winger cashback rb danawallet gak,1
394,gojekindonesia gojekindonesia gojekindonesia gojekindonesia,1
395,gojekindonesia yang emang kekk anjing driver gojek baru hari pertama pake gojek udah begini makin tambah males dah alas driver tadi deket skrg udah jauh anjg ngapain accept ride nya pic twitter com iggaqxvf,1
396,gojekindonesia min brusan yg tlpn ktnya klo mskin kode bakal dpt uang apa benar hanya tipu pic twitter com tpynwiymzl,1
397,gojekindonesia min gimana abis ngisi gopay kok ga masuk sih saldo nya,1
398,jam gofood sekarang gaada ngepickup apa gojekindonesia,1
399,gara gara sms pihak gojekindonesia resmi gatau hack bukan top up gopay isi bank temen gua ludes k an dong gojekindonesia ditindaklanjuti teman masih sma tinggal sendiri bapak uda ga ibu kerja madinah,1
400,gojekindonesia aneh driver lihat kata dia diem aja bukan samperin udah bilang syaa gatau daerah sini eh malah cancel kan taik pic twitter com ygoksdwma,1
401,gojekindonesia kak pay later mana mau bayar tp tiba gak pic twitter com jmrjcgcm,1
402,gojekindonesia bilangin drivernya jgn busuk klo kerja order obat dihalodoc obat blom terima tiba delivered aja,1
403,gojekindonesia bantu retweet kak yusapelovejimin dwihandaanda radenrauf awkarin,1
404,gojekindonesia,1
405,min gojekindonesia tadi payment ace pake gopay rb kok ga dapet voucher cashback chatime kayak yg dipromoin pic twitter com guxjfrk,1
406,gojekindonesia istri by commentku buntuh bantu lord,1
407,km deket nder kalau kamu emang beneran capek males jalan let me introduce gojekindonesia nder they do exist,1
408,gojekindonesia hai min proses hapus akun gimana yaa,1
409,gojekindonesia paylater batas bayar kapan kalau lewat batas bayar sanksi apa,1
410,gojekindonesia gojektech gojekjam,1
411,gojekindonesia ask gojek sudah selesai misi reward yg dapat saldo gopay apa voucer itu man mohon jelas pic twitter com fextatg,1
412,gojekindonesia min voucher gratis ongkir go food udh ga lagi,1
413,halo gojekindonesia hampir driver pake fake gps semua map udah sampe bilang otw map driver gak gerak terus tiba nyampe kalo gin kan buru jadi bingung mau cancel apa enggak trus gabisa pilih voucher menu goride annoying,1
414,awkarin gojekindonesia gojektech gojekjam,1
415,gojekindonesia halo sudah lama gojek ingin guna kembali baru tahu akun saya blokir mohon pulih terimakasih pic twitter com aaipbsj,1
416,makasih gojekindonesia promo gopaypayday nya pic twitter com akglotnye,1
417,gojekindonesia driver sudah bayar duluan tarif k malah kasih lebih eh pas sampe tkp blg ongkos bayar kasih lg tuh sm org kantor memang ga berapa sih cuma ko ga jujur sih mas nya sy kan jd gaenak sm org,1
418,gojekindonesia malam gan mau nanya nih gan gimana login akun gojek tumpang lama jika no hp guna beda ho hp belum lupa email ingat,1
419,hai kak texoo findaya partner gojek tangan paylater dapat infromasi dari gojek milik tanya kena paylater akan beri informasi lalu dm sila follow lebih agar akses dm buka tks rno,1
420,malem min gojekindonesia,1
421,min min udh selesai in tp order ga datenggg gojekindonesia pic twitter com easpsdl,1
422,abis bensin jalan mau pom bensin jauh so ide aja go send gojekindonesia pic twitter com snwcqbzmt,1
423,yg paling gw demen prasangka baik sedang kena musibah moga tas nya bs mba gojekindonesia,1
424,gojekindonesia gojektech gojekjam,1
425,gojekindonesia min mau tanya kalo voucher yg voucher ada minimal sekali order misal order kurang rb voucher nya bisa guna,1
426,maap pa nethink gojekindonesia pic twitter com tyqqxvcbk,1
427,smsan sama driver gojekindonesia tadi pick up padahal ngga jemput gimana gojek tanggap abis hp nyala bukan inisiatif chat malah klik order selesai mau kasih bintang apk ngga tega mutus rezeki orang gimana nih jek pic twitter com ltwowoj,1
428,yooo gojekindonesia congrats for the expansion jangan lupa vocer boba tea buat rapmin pic twitter com qyfzyyylx,1
429,gojekindonesia iya mwnya naik vespa biru,1
430,gojekindonesia min kalo anak kost nasi goreng buat makan siang gabung malam bukan buat ngemil pic twitter com sqzdakmpo,1
431,cc gojekindonesia https twitter com yuniarayutyas status,1
432,min jawab dong tanya iniii heheh gojekindonesia,1
433,keluar magic twitter gojekindonesia,1
434,bray gojekindonesia gojektech gojekjam,1
435,jokowi corbuzier gojekindonesia,1
436,apa driver gojekindonesia hari lama pakai jasa gojek ngga pernah diginiin perkara kursi roda padahal jelas kursi roda bawa beri paham driver kalau difabel boleh naik kendara umum looooh,1
437,halo gojekindonesia hari bener bener kaget x laku ngga enak sama armada kalian di cancel pihak saya bilang driver saya pakai kursi roda padahal saya sudah bilang kalau kursi roda ngga bawa tinggal pic twitter com nwzifhz,1
438,gojekindonesia,1
439,gojekindonesia min saya ga dapet otp code pas verifikasi,1
440,gopayindonesia min kl tari rek yg udh daftar kena biaya brp gojekindonesia pic twitter com jmetnqc,1
441,gojekindonesia min mau dm nih,1
442,gojekindonesia mau dm gimana,1
443,rasa hati beri bintang para rider ojol serobot jalur pedestrian dkijakarta busway pt transjakarta saya bukan tumpang gimana cara grabid gojekindonesia,1
444,buat abang gojekindonesia nganterin aku tadi makasih banget atas erti hadap aku ngantuk kirain bayar pake gopay nyata pake tunai,1
445,gojekindonesia kenapa saya order gofood kok lokasi driver nya ilang ilangan gak di hubungin,1
446,terimakasehhhh gojekindonesia,1
447,gojekindonesia gojektech gojekjam do your magic,1
448,ganti logo gojek sebab gojek benar di beli pegipegi karena logo hampir samaa gojekindonesia pegipegi pic twitter com xvbvuctkj,1
449,gojekindonesia kak beli mcd pkek gopay kok gk dpet cash beck,1
450,gojekindonesia pesan barang hari buat anter pake gosend ga driver yg mau pick up barang gue pagi sampe malem gin ckckck sedih,1
451,kenal gojekindonesia grabid in casw u dont know,1
452,ngantri mcdonalds id pake diskon gopay payday gojekindonesia trs pake promo aplikasi mcd aku happy sekali pic twitter com hapdejcok,1
453,jadi inget dulu order gojekindonesia lewat line pic twitter com lcpfqqts,1
454,gojekindonesia hadiah bapak motor baru,1
455,kemaren bm sundae strawberry hari bm ayam mcd thanks cashback gojekindonesia sobat prihatin can relate pic twitter com yficqnvgv,1
456,ih anjir coba tanya sama gojekindonesia,1
457,mulai aja dulu hasil ahir serah pd allah swt gojekindonesia jalan expedisi jalan marketplace jalan buat grabid tdk harap banyak php terus oiya jual ada tokopedia bukalapak shopeeid ketik pempekpalembangrestubundajetis pic twitter com ssucuvqk,1
458,salah mba gojekindonesia,1
459,sekarang mau pakai layan gosend grabexpress susah padahal peta lihat banyak driver malas ngambil gimana gojekindonesia grabid,1
460,eh admin gojekindonesia hormat baca dm ku lah penting,1
461,dear gojekindonesia mau nanya perihal itu knapa akun temen kantor itu min alhasil gabisa order pic twitter com bdiskofn,1
462,buat belum makan cobain promo papijoeid yuks foodnetwork giladiskon gofoodindonesia jktfoodies yukmakan katalogpromosi gojekindonesia pic twitter com ratapnrru,1
463,gojekindonesia min aku mau sen gobox tp kok gabisa yaa pas pencet location malah keluar aplikasi ya min terimaksih,1
464,gojekindonesia hi butuh bantu tutup akun merchant gofood mohon bantu,1
465,gojekindonesia mohon bantu payment pake voucher udah liat jadi gratis kenapa saldo gopaynya malah potong,1
466,buka cabang kabupaten barru dong kfcindonesia order kfc gojekindonesia grabid dr makassar kota barru ga yg mau pick up drivernya,1
467,gojekindonesia https twitter com yuniarayutyas status,1
468,di daerah tanjung pinang bintan ada layan gojek gojektech gojekindonesia,1
469,ga photo kendala pake mandiri online pilih bayar multipayment mau top up gojek dana ovo bayar shopee shopeepay ga pilih menu favorit mana,1
470,gojekindonesia min td sen gojek pikir pake gopay nyata cash blm byr udh adu via email kira brp lama proses sy ga enak sm abang,1
471,mohon informasi foto kendala yg bpk alami dpt tindaklanjuti tks rafa,1
472,halo min tdi dpt email dpt voucher gofood mengatasnamakan gojek apa beneran dri gojek iya gmn cara konfirm nya gojekindonesia pic twitter com rieqylkiq,1
473,lifehack teralig naik gojekindonesia pake voucher stasiun mrt fatmawati sampe rumah sawangan cuma bayar rb,1
474,utk menu gopay menu favorit kami saran bpk laku baharu layan mandiri online lebih tks rafa,1
475,hai mohon maaf atas ketidaknyamanannya bagai informasi tambah laku order gantung sedia mitra aktif area mana anda laku mesan sila tunggu beberapa dan coba pesan layan yang anda tks shl,1
476,paling cepet gundala jelas lah yg paling cepet gundala gojekindonesia set set set sampeeeeeeeeee grabgundala pic twitter com zrpbbmfx,1
477,gopaypayday mas r rangka penuh panggil gofood sy memang gojekindonesia plg mntp klo diajakin curhat diketawain doang pic twitter com kuqehofdu,1
478,paling cepet gundala jelas lah yg paling cepet gundala gojekindonesia set set set sampeeeeeeeeee grabgundala pic twitter com zrpbbmfx,1
